City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Awbari,LY,26.5921,12.7805,96.51,6,0,16.49,clear sky
701,Tungor,RU,53.3808,142.9564,27.63,80,100,16.84,overcast clouds
702,Popondetta,PG,-8.7537,148.2534,74.1,97,31,2.95,scattered clouds
703,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,80.67,78,74,1.23,broken clouds
704,Cabinda,AO,-5.55,12.2,80.55,81,94,6.13,light rain
705,Lincoln,US,40.8,-96.667,63.34,71,0,9.22,clear sky
706,Otavi,NA,-19.65,17.3333,81.34,27,94,10.04,overcast clouds
707,Roald,NO,62.5833,6.1333,44.33,75,75,6.91,broken clouds
708,Kitimat,CA,54.0524,-128.6534,37.9,30,26,1.3,scattered clouds
709,Chitrakonda,IN,18.1167,82.0833,89.31,34,100,7.38,light rain
710,Iskateley,RU,67.6803,53.1512,26.01,82,100,19.84,overcast clouds
711,Iguape,BR,-24.7081,-47.5553,81.82,60,65,7.76,broken clouds
712,Charlestown,AU,-32.95,151.6667,69.69,94,100,5.91,light rain
713,Nandurbar,IN,21.3667,74.25,105.08,11,5,14.38,clear sky
714,Oyama,JP,36.3,139.8,64.58,45,5,3.31,clear sky
715,Port Blair,IN,11.6667,92.75,82.44,89,40,1.14,mist
716,Emerald,AU,-23.5333,148.1667,70.34,72,49,12.57,scattered clouds
717,Quang Ngai,VN,15.1167,108.8,78.62,88,96,6.58,overcast clouds
718,Xuddur,SO,4.1213,43.8894,88.48,41,100,12.66,overcast clouds
719,Mana,GF,5.6592,-53.7767,82.67,73,56,9.91,broken clouds
720,Mountain Home,US,43.133,-115.6912,44.98,53,100,1.12,overcast clouds
721,Mahibadhoo,MV,3.7833,72.9667,85.48,71,100,8.03,overcast clouds
722,Manokwari,ID,-0.8667,134.0833,78.91,81,72,4.29,broken clouds
723,Hellvik,NO,59.9156,5.781,49.77,76,100,4.0,overcast clouds
724,Semey,KZ,50.4111,80.2275,71.82,26,0,6.71,clear sky
725,Borodino,RU,55.9106,94.8983,49.95,67,100,5.97,overcast clouds
